origin_id,origin_name,mode,num_trips,num_routes,min_headway_secs,max_headway_secs,mean_headway_secs,median_headway_secs,mode_headway_secs,min_travel_time_secs,max_travel_time_secs,mean_travel_time_secs,median_travel_time_secs,mode_travel_time_secs
220510,Wolli Creek Station,sydney_trains,293,5,6,900,195,180,216,630,984,800,756,924
250020,Wollongong Station,sydney_trains,19,2,1794,3666,3053,3599,3600,5034,6168,5246,5154,5136
206510,Wollstonecraft Station,sydney_trains,167,3,180,900,346,360,360,1080,1170,1110,1110,1110
251520,Wombarra Station,sydney_trains,3,2,1632,29730,15681,15681,1632,4602,4854,4756,4812,4602
225010,Wondabyne Station,sydney_trains,17,2,1140,3600,3168,3600,3600,4104,4824,4372,4284,4224
277810,Woodford Station,sydney_trains,20,1,1464,3720,2936,3600,3600,5718,6192,5789,5748,5718
223010,Woolooware Station,sydney_trains,63,1,504,1800,902,900,900,2538,3426,2922,2880,3186
251710,Woonona Station,sydney_trains,1,1,,,,,,5400,5400,5400,5400,5400
225610,Woy Woy Station,sydney_trains,37,2,180,3660,1510,1680,1680,4350,5220,4667,4602,4620
225940,Wyee Station,sydney_trains,16,1,1242,7200,3568,3600,3600,6696,7824,7315,7314,7224
200080,Wynyard Station,sydney_trains,585,12,6,438,98,84,84,330,780,439,378,378
225920,Wyong Station,sydney_trains,33,1,271,3660,1727,1484,1230,5910,7110,6389,6492,5970
25821,Yass Junction Station,sydney_trains,1,1,,,,,,13296,13296,13296,13296,13296
216120,Yennora Station,sydney_trains,64,1,450,1800,901,900,900,2574,3000,2686,2604,2604
200046,Barangaroo Station,sydney_metro,208,1,198,420,276,240,300,319,329,321,319,319
2153478,Bella Vista Station,sydney_metro,202,1,198,600,284,252,300,2625,2670,2648,2650,2650
2154391,Castle Hill Station,sydney_metro,203,1,198,600,282,252,300,2157,2202,2180,2182,2182
206710,Chatswood Station,sydney_metro,207,1,198,600,278,243,300,844,867,850,847,847
2126158,Cherrybrook Station,sydney_metro,204,1,198,600,282,252,300,1992,2037,2015,2017,2017
206516,Crows Nest Station,sydney_metro,207,1,198,420,276,240,300,628,648,631,628,628
212110,Epping Station,sydney_metro,205,1,198,600,280,252,300,1648,1689,1668,1669,1669
200066,Gadigal Station,sydney_metro,208,1,190,420,275,240,300,86,86,86,86,86
2154392,Hills Showground Station,sydney_metro,203,1,198,600,282,252,300,2308,2353,2331,2333,2333
2155382,Kellyville Station,sydney_metro,202,1,198,600,284,252,300,2775,2820,2798,2800,2800
211340,Macquarie Park Station,sydney_metro,206,1,198,600,280,252,300,1313,1345,1326,1325,1325
211310,Macquarie University Station,sydney_metro,205,1,198,600,280,252,300,1432,1468,1448,1448,1448
200030,Martin Place Station,sydney_metro,209,1,190,420,276,240,300,179,189,179,179,179
211320,North Ryde Station,sydney_metro,206,1,198,600,278,248,300,1189,1217,1199,1197,1197
2153477,Norwest Station,sydney_metro,202,1,198,600,282,252,300,2468,2513,2491,2493,2493
2155383,Rouse Hill Station,sydney_metro,201,1,198,600,285,252,300,2944,2989,2967,2969,2969
204420,Sydenham Station,sydney_metro,209,1,210,420,275,240,240,306,335,321,321,321
2155384,Tallawong Station,sydney_metro,202,1,210,600,286,240,300,3094,3141,3118,3119,3119
206044,Victoria Cross Station,sydney_metro,207,1,198,420,276,240,300,499,509,500,499,499
201721,Waterloo Station,sydney_metro,209,1,201,420,275,240,240,93,103,98,98,98
